barrio,comuna,latitud,longitud,id
San Telmo,1.0,-34.618073,-58.370237,6611
San Nicolás,1.0,-34.602996,-58.370097,6612
San Telmo,1.0,-34.620693,-58.369359,6613
Monserrat,1.0,-34.612206,-58.368956,6614
Barracas,4.0,-34.64733,-58.368181,6615
San Telmo,1.0,-34.62397,-58.367954,6616
San Telmo,1.0,-34.618194,-58.367292,6617
Boca,4.0,-34.639288,-58.363692,6618
Boca,4.0,-34.631988,-58.363311,6619
Boca,4.0,-34.638365,-58.358733,6620
Boca,4.0,-34.632078,-58.358592,6621
Villa Real,10.0,-34.614418,-58.528996,6622
Liniers,9.0,-34.637148,-58.528025,6623
Liniers,9.0,-34.640255,-58.526805,6624
Mataderos,9.0,-34.659158,-58.521241,6625
Mataderos,9.0,-34.657107,-58.519682,6626
Monte Castro,10.0,-34.625982,-58.516482,6627
Mataderos,9.0,-34.661833,-58.516144,6628
Mataderos,9.0,-34.658643,-58.512752,6629
Villa Devoto,11.0,-34.590921,-58.511808,6630
Villa Devoto,11.0,-34.600249,-58.510121,6631
Mataderos,9.0,-34.666522,-58.509823,6632
Villa Urquiza,12.0,-34.571514,-58.506311,6633
Villa Pueyrredón,12.0,-34.576457,-58.50608,6634
Villa Devoto,11.0,-34.596142,-58.505603,6635
Villa Pueyrredón,12.0,-34.5769,-58.505127,6636
Villa Pueyrredón,12.0,-34.584274,-58.50124,6637
Vélez Sársfield,10.0,-34.626413,-58.500375,6638
Monte Castro,10.0,-34.616792,-58.500097,6639
Mataderos,9.0,-34.649638,-58.498178,6640
Villa Luro,10.0,-34.642668,-58.498144,6641
Mataderos,9.0,-34.659909,-58.497649,6642
Floresta,10.0,-34.622225,-58.497119,6643
Mataderos,9.0,-34.660853,-58.496487,6644
Villa Urquiza,12.0,-34.569177,-58.496086,6645
Villa Lugano,8.0,-34.678723,-58.494531,6646
Villa Urquiza,12.0,-34.563238,-58.493649,6647
Floresta,10.0,-34.62013,-58.492322,6648
Vélez Sársfield,10.0,-34.635096,-58.491342,6649
Villa Pueyrredón,12.0,-34.585475,-58.490488,6650
Villa Lugano,8.0,-34.680486,-58.489971,6651
Parque Avellaneda,9.0,-34.642297,-58.489393,6652
Villa Lugano,8.0,-34.667133,-58.48862,6653
Vélez Sársfield,10.0,-34.633904,-58.488499,6654
Mataderos,9.0,-34.661589,-58.487103,6655
Vélez Sársfield,10.0,-34.637847,-58.486879,6656
Parque Avellaneda,9.0,-34.643174,-58.485502,6657
Villa Santa Rita,11.0,-34.616744,-58.483314,6658
Floresta,10.0,-34.627154,-58.481595,6659
Villa Lugano,8.0,-34.685706,-58.481202,6660
Saavedra,12.0,-34.555845,-58.480579,6661
Parque Avellaneda,9.0,-34.641311,-58.479778,6662
Villa Gral. Mitre,11.0,-34.610037,-58.478712,6663
Floresta,10.0,-34.628718,-58.478581,6664
Floresta,10.0,-34.628098,-58.477723,6665
Villa Santa Rita,11.0,-34.61887,-58.476781,6666
Villa Santa Rita,11.0,-34.618454,-58.475815,6667
Floresta,10.0,-34.634862,-58.473352,6668
Flores,7.0,-34.628034,-58.473298,6669
Parque Avellaneda,9.0,-34.647271,-58.472383,6670
Flores,7.0,-34.626982,-58.471408,6671
Nuñez,13.0,-34.551882,-58.471134,6672
Flores,7.0,-34.627423,-58.471104,6673
Belgrano,13.0,-34.564431,-58.469593,6674
Villa Lugano,8.0,-34.67377,-58.468189,6675
Villa Ortuzar,15.0,-34.584367,-58.466565,6676
Nuñez,13.0,-34.536689,-58.466304,6677
Flores,7.0,-34.623294,-58.466127,6678
Villa Lugano,8.0,-34.685483,-58.463916,6679
Villa Lugano,8.0,-34.68275,-58.463809,6680
Flores,7.0,-34.623194,-58.463467,6681
Belgrano,13.0,-34.558589,-58.462203,6682
Belgrano,13.0,-34.560931,-58.462055,6683
Flores,7.0,-34.625604,-58.46111,6684
Belgrano,13.0,-34.560316,-58.460858,6685
Nuñez,13.0,-34.554397,-58.460528,6686
Paternal,15.0,-34.599019,-58.460441,6687
Belgrano,13.0,-34.554639,-58.460249,6688
Villa Lugano,8.0,-34.673997,-58.460175,6689
Belgrano,13.0,-34.567535,-58.458872,6690
Chacarita,15.0,-34.583006,-58.458833,6691
Colegiales,13.0,-34.571052,-58.458334,6692
Caballito,6.0,-34.611207,-58.45664,6693
Belgrano,13.0,-34.567577,-58.45602,6694
Flores,7.0,-34.624307,-58.455912,6695
Flores,7.0,-34.640501,-58.455745,6696
Caballito,6.0,-34.610753,-58.455388,6697
Villa Soldati,8.0,-34.656067,-58.454881,6698
Chacarita,15.0,-34.586451,-58.454663,6699
Colegiales,13.0,-34.567769,-58.452653,6700
Belgrano,13.0,-34.555282,-58.452476,6701
Chacarita,15.0,-34.587743,-58.452462,6702
Caballito,6.0,-34.614656,-58.452141,6703
Colegiales,13.0,-34.578736,-58.449983,6704
Parque Chacabuco,7.0,-34.636258,-58.449483,6705
Flores,7.0,-34.647118,-58.449226,6706
Flores,7.0,-34.647248,-58.449219,6707
Caballito,6.0,-34.627485,-58.447475,6708
Flores,7.0,-34.648988,-58.447058,6709
Flores,7.0,-34.644463,-58.446099,6710
Parque Chacabuco,7.0,-34.629821,-58.445553,6711
Parque Chacabuco,7.0,-34.630904,-58.445528,6712
Caballito,6.0,-34.628375,-58.445431,6713
Caballito,6.0,-34.607789,-58.445412,6714
Villa Crespo,15.0,-34.601372,-58.444713,6715
Villa Crespo,15.0,-34.595036,-58.442716,6716
Parque Chacabuco,7.0,-34.643589,-58.441463,6717
Villa Crespo,15.0,-34.593965,-58.440835,6718
Villa Crespo,15.0,-34.603977,-58.440348,6719
Caballito,6.0,-34.606493,-58.440135,6720
Villa Crespo,15.0,-34.604501,-58.439911,6721
Palermo,14.0,-34.570041,-58.439832,6722
Palermo,14.0,-34.587241,-58.438732,6723
Palermo,14.0,-34.586963,-58.437716,6724
Villa Crespo,15.0,-34.58939,-58.437626,6725
Villa Crespo,15.0,-34.604088,-58.437403,6726
Belgrano,13.0,-34.553046,-58.436699,6727
Palermo,14.0,-34.582533,-58.43641,6728
Parque Chacabuco,7.0,-34.63474,-58.436332,6729
Caballito,6.0,-34.618025,-58.436119,6730
Flores,7.0,-34.649025,-58.435419,6731
Palermo,14.0,-34.576529,-58.434762,6732
Caballito,6.0,-34.612878,-58.434711,6733
Caballito,6.0,-34.619071,-58.434539,6734
Caballito,6.0,-34.628018,-58.433821,6735
Palermo,14.0,-34.57216,-58.433807,6736
Caballito,6.0,-34.619944,-58.432976,6737
Parque Chacabuco,7.0,-34.641185,-58.432388,6738
Flores,7.0,-34.650403,-58.432118,6739
Nueva Pompeya,4.0,-34.644524,-58.431904,6740
Parque Chacabuco,7.0,-34.635431,-58.431195,6741
Parque Chacabuco,7.0,-34.635498,-58.431181,6742
Palermo,14.0,-34.589595,-58.430793,6743
Palermo,14.0,-34.591118,-58.430732,6744
